Date,Year,Month,DateFraction,SmoothedSSN,Definitive,Extra1,Extra2
1946-04-01,1946,4,1946.288,128.0,10.1,30,1
1946-05-01,1946,5,1946.371,135.7,10.4,31,1
1946-06-01,1946,6,1946.455,147.7,10.8,30,1
1946-07-01,1946,7,1946.538,157.7,11.1,31,1
1946-08-01,1946,8,1946.623,163.1,11.0,31,1
1946-09-01,1946,9,1946.707,167.3,11.0,30,1
1946-10-01,1946,10,1946.79,173.3,10.9,31,1
1946-11-01,1946,11,1946.874,182.8,10.9,30,1
1946-12-01,1946,12,1946.958,193.4,11.0,31,1
1947-01-01,1947,1,1947.042,199.2,10.9,31,1
1947-02-01,1947,2,1947.123,204.1,10.7,28,1
1947-03-01,1947,3,1947.204,211.2,10.6,31,1
1947-04-01,1947,4,1947.288,217.2,10.6,30,1
1947-05-01,1947,5,1947.371,218.7,10.3,31,1
1947-06-01,1947,6,1947.455,216.1,10.0,30,1
1947-07-01,1947,7,1947.538,214.1,9.8,31,1
1947-08-01,1947,8,1947.623,210.9,9.7,31,1
1947-09-01,1947,9,1947.707,206.0,9.6,30,1
1947-10-01,1947,10,1947.79,206.3,9.6,31,1
1947-11-01,1947,11,1947.874,207.1,9.6,30,1
1947-12-01,1947,12,1947.958,205.7,9.6,31,1
1948-01-01,1948,1,1948.042,205.0,9.6,31,1
1948-02-01,1948,2,1948.124,202.3,9.5,29,1
1948-03-01,1948,3,1948.206,198.9,9.4,31,1
1948-04-01,1948,4,1948.29,195.7,9.4,30,1
1948-05-01,1948,5,1948.373,192.2,9.3,31,1
1948-06-01,1948,6,1948.456,191.6,9.3,30,1
1948-07-01,1948,7,1948.54,193.5,9.3,31,1
1948-08-01,1948,8,1948.624,199.8,9.5,31,1
1948-09-01,1948,9,1948.708,209.1,9.7,30,1
1948-10-01,1948,10,1948.791,210.3,9.7,31,1
1948-11-01,1948,11,1948.874,203.8,9.6,30,1
1948-12-01,1948,12,1948.958,197.1,9.4,31,1
1949-01-01,1949,1,1949.042,193.4,9.3,31,1
1949-02-01,1949,2,1949.123,190.4,9.2,28,1
1949-03-01,1949,3,1949.204,188.5,9.2,31,1
1949-04-01,1949,4,1949.288,188.4,9.2,30,1
1949-05-01,1949,5,1949.371,190.9,9.2,31,1
1949-06-01,1949,6,1949.455,192.5,9.3,30,1
1949-07-01,1949,7,1949.538,190.3,9.2,31,1
1949-08-01,1949,8,1949.623,184.1,9.1,31,1
1949-09-01,1949,9,1949.707,176.1,8.9,30,1
1949-10-01,1949,10,1949.79,171.4,8.7,31,1
1949-11-01,1949,11,1949.874,169.4,8.7,30,1
1949-12-01,1949,12,1949.958,167.1,8.6,31,1
1950-01-01,1950,1,1950.042,162.8,8.5,31,1
1950-02-01,1950,2,1950.123,158.5,8.4,28,1
1950-03-01,1950,3,1950.204,150.7,8.2,31,1
1950-04-01,1950,4,1950.288,141.0,7.9,30,1
1950-05-01,1950,5,1950.371,131.6,7.7,31,1
1950-06-01,1950,6,1950.455,122.6,7.4,30,1
1950-07-01,1950,7,1950.538,116.4,7.2,31,1
1950-08-01,1950,8,1950.623,111.9,7.1,31,1
1950-09-01,1950,9,1950.707,106.7,6.9,30,1
1950-10-01,1950,10,1950.79,102.3,6.8,31,1
1950-11-01,1950,11,1950.874,101.2,6.7,30,1
1950-12-01,1950,12,1950.958,102.4,6.8,31,1
1951-01-01,1951,1,1951.042,101.6,6.7,31,1
1951-02-01,1951,2,1951.123,98.5,6.6,28,1
1951-03-01,1951,3,1951.204,98.9,6.6,31,1
1951-04-01,1951,4,1951.288,100.2,6.7,30,1
1951-05-01,1951,5,1951.371,99.5,6.7,31,1
1951-06-01,1951,6,1951.455,98.9,6.6,30,1
1951-07-01,1951,7,1951.538,97.3,6.6,31,1
1951-08-01,1951,8,1951.623,94.0,6.5,31,1
1951-09-01,1951,9,1951.707,89.8,6.3,30,1
1951-10-01,1951,10,1951.79,84.0,6.1,31,1
1951-11-01,1951,11,1951.874,75.3,5.8,30,1
1951-12-01,1951,12,1951.958,66.5,5.4,31,1
1952-01-01,1952,1,1952.042,61.5,5.2,31,1
1952-02-01,1952,2,1952.124,59.8,5.2,29,1
1952-03-01,1952,3,1952.206,56.2,5.0,31,1
1952-04-01,1952,4,1952.29,51.4,4.8,30,1
1952-05-01,1952,5,1952.373,48.0,4.6,31,1
1952-06-01,1952,6,1952.456,45.5,4.5,30,1
1952-07-01,1952,7,1952.54,44.0,4.4,31,1
1952-08-01,1952,8,1952.624,42.1,4.3,31,1
1952-09-01,1952,9,1952.708,40.3,4.3,30,1
1952-10-01,1952,10,1952.791,39.5,4.2,31,1
1952-11-01,1952,11,1952.874,38.8,4.2,30,1
1952-12-01,1952,12,1952.958,37.3,4.1,31,1
1953-01-01,1953,1,1953.042,34.6,4.0,31,1
1953-02-01,1953,2,1953.123,31.0,3.7,28,1
1953-03-01,1953,3,1953.204,28.6,3.6,31,1
1953-04-01,1953,4,1953.288,27.2,3.5,30,1
1953-05-01,1953,5,1953.371,25.0,3.4,31,1
1953-06-01,1953,6,1953.455,22.0,3.2,30,1
1953-07-01,1953,7,1953.538,18.5,2.9,31,1
1953-08-01,1953,8,1953.623,16.7,2.8,31,1
1953-09-01,1953,9,1953.707,16.6,2.7,30,1
1953-10-01,1953,10,1953.79,15.1,2.6,31,1
1953-11-01,1953,11,1953.874,12.8,2.4,30,1
1953-12-01,1953,12,1953.958,10.8,2.2,31,1
1954-01-01,1954,1,1954.042,9.3,2.1,31,1
1954-02-01,1954,2,1954.123,8.2,1.9,28,1
1954-03-01,1954,3,1954.204,6.3,1.7,31,1
1954-04-01,1954,4,1954.288,5.1,1.5,30,1
1954-05-01,1954,5,1954.371,5.5,1.6,31,1
1954-06-01,1954,6,1954.455,6.3,1.7,30,1
1954-07-01,1954,7,1954.538,7.9,1.9,31,1
1954-08-01,1954,8,1954.623,10.5,2.2,31,1
1954-09-01,1954,9,1954.707,11.4,2.3,30,1
1954-10-01,1954,10,1954.79,11.6,2.3,31,1
1954-11-01,1954,11,1954.874,13.8,2.5,30,1
1954-12-01,1954,12,1954.958,17.4,2.8,31,1
1955-01-01,1955,1,1955.042,20.5,3.1,31,1
1955-02-01,1955,2,1955.123,23.7,3.3,28,1
1955-03-01,1955,3,1955.204,28.0,3.6,31,1
1955-04-01,1955,4,1955.288,33.5,3.9,30,1
1955-05-01,1955,5,1955.371,41.2,4.3,31,1
1955-06-01,1955,6,1955.455,50.0,4.7,30,1
1955-07-01,1955,7,1955.538,57.0,5.0,31,1
1955-08-01,1955,8,1955.623,66.0,5.4,31,1
1955-09-01,1955,9,1955.707,78.8,5.9,30,1
1955-10-01,1955,10,1955.79,91.3,6.4,31,1
1955-11-01,1955,11,1955.874,103.5,6.8,30,1
1955-12-01,1955,12,1955.958,114.8,7.2,31,1
1956-01-01,1956,1,1956.042,125.8,7.5,31,1
1956-02-01,1956,2,1956.124,139.4,7.9,29,1
1956-03-01,1956,3,1956.206,154.7,8.3,31,1
1956-04-01,1956,4,1956.29,168.1,8.7,30,1
1956-05-01,1956,5,1956.373,180.4,9.0,31,1
1956-06-01,1956,6,1956.456,193.9,9.3,30,1
1956-07-01,1956,7,1956.54,206.1,9.6,31,1
1956-08-01,1956,8,1956.624,211.8,9.7,31,1
1956-09-01,1956,9,1956.708,214.5,9.8,30,1
1956-10-01,1956,10,1956.791,220.6,9.9,31,1
1956-11-01,1956,11,1956.874,226.0,10.1,30,1
1956-12-01,1956,12,1956.958,232.7,10.2,31,1
1957-01-01,1957,1,1957.042,241.1,10.4,31,1
1957-02-01,1957,2,1957.123,243.8,10.4,28,1
1957-03-01,1957,3,1957.204,246.8,10.5,31,1
1957-04-01,1957,4,1957.288,256.3,10.7,30,1
1957-05-01,1957,5,1957.371,262.7,10.8,31,1
1957-06-01,1957,6,1957.455,266.1,10.9,30,1
1957-07-01,1957,7,1957.538,271.1,11.0,31,1
1957-08-01,1957,8,1957.623,275.3,11.1,31,1
1957-09-01,1957,9,1957.707,279.3,11.2,30,1
1957-10-01,1957,10,1957.79,282.5,11.3,31,1
1957-11-01,1957,11,1957.874,284.4,11.3,30,1
1957-12-01,1957,12,1957.958,283.3,11.3,31,1
1958-01-01,1958,1,1958.042,281.8,11.2,31,1
1958-02-01,1958,2,1958.123,284.5,11.3,28,1
1958-03-01,1958,3,1958.204,285.0,11.3,31,1
1958-04-01,1958,4,1958.288,278.7,11.2,30,1
1958-05-01,1958,5,1958.371,271.0,11.0,31,1
1958-06-01,1958,6,1958.455,264.5,10.9,30,1
1958-07-01,1958,7,1958.538,262.3,10.8,31,1
1958-08-01,1958,8,1958.623,261.9,10.8,31,1
1958-09-01,1958,9,1958.707,260.3,10.8,30,1
1958-10-01,1958,10,1958.79,258.1,10.7,31,1
1958-11-01,1958,11,1958.874,255.9,10.7,30,1
1958-12-01,1958,12,1958.958,255.6,10.7,31,1
1959-01-01,1959,1,1959.042,252.9,10.6,31,1
1959-02-01,1959,2,1959.123,250.4,10.6,28,1
1959-03-01,1959,3,1959.204,247.1,10.5,31,1
1959-04-01,1959,4,1959.288,239.7,10.4,30,1
1959-05-01,1959,5,1959.371,233.9,10.2,31,1
1959-06-01,1959,6,1959.455,228.5,10.1,30,1
1959-07-01,1959,7,1959.538,220.6,9.9,31,1
1959-08-01,1959,8,1959.623,214.2,9.8,31,1
1959-09-01,1959,9,1959.707,207.1,9.6,30,1
1959-10-01,1959,10,1959.79,199.7,9.4,31,1
1959-11-01,1959,11,1959.874,194.2,9.3,30,1
1959-12-01,1959,12,1959.958,187.6,9.2,31,1
1960-01-01,1960,1,1960.042,182.5,9.0,31,1
1960-02-01,1960,2,1960.124,177.0,8.9,29,1
1960-03-01,1960,3,1960.206,172.1,8.8,31,1
1960-04-01,1960,4,1960.29,169.4,8.7,30,1
1960-05-01,1960,5,1960.373,165.7,8.6,31,1
1960-06-01,1960,6,1960.456,161.3,8.5,30,1
1960-07-01,1960,7,1960.54,153.8,8.3,31,1
1960-08-01,1960,8,1960.624,145.0,8.0,31,1
1960-09-01,1960,9,1960.708,138.6,7.9,30,1
1960-10-01,1960,10,1960.791,132.1,7.7,31,1
1960-11-01,1960,11,1960.874,124.5,7.5,30,1
1960-12-01,1960,12,1960.958,118.5,7.3,31,1
1961-01-01,1961,1,1961.042,113.6,7.1,31,1
1961-02-01,1961,2,1961.123,105.9,6.9,28,1
1961-03-01,1961,3,1961.204,97.5,6.6,31,1
1961-04-01,1961,4,1961.288,91.1,6.4,30,1
1961-05-01,1961,5,1961.371,85.1,6.2,31,1
1961-06-01,1961,6,1961.455,79.1,5.9,30,1
1961-07-01,1961,7,1961.538,75.3,5.8,31,1
1961-08-01,1961,8,1961.623,74.4,5.8,31,1
1961-09-01,1961,9,1961.707,74.3,5.8,30,1
1961-10-01,1961,10,1961.79,73.0,5.7,31,1
1961-11-01,1961,11,1961.874,71.7,5.7,30,1
1961-12-01,1961,12,1961.958,69.1,5.6,31,1
1962-01-01,1962,1,1962.042,64.2,5.4,31,1
1962-02-01,1962,2,1962.123,59.4,5.2,28,1
1962-03-01,1962,3,1962.204,56.7,5.0,31,1
1962-04-01,1962,4,1962.288,56.1,5.0,30,1
1962-05-01,1962,5,1962.371,55.9,5.0,31,1
1962-06-01,1962,6,1962.455,54.6,4.9,30,1
1962-07-01,1962,7,1962.538,52.5,4.9,31,1
1962-08-01,1962,8,1962.623,49.8,4.7,31,1
1962-09-01,1962,9,1962.707,46.7,4.6,30,1
1962-10-01,1962,10,1962.79,44.0,4.5,31,1
1962-11-01,1962,11,1962.874,42.9,4.4,30,1
1962-12-01,1962,12,1962.958,42.6,4.4,31,1
1963-01-01,1963,1,1963.042,42.1,4.4,31,1
1963-02-01,1963,2,1963.123,42.6,4.4,28,1
1963-03-01,1963,3,1963.204,42.6,4.4,31,1
1963-04-01,1963,4,1963.288,41.6,4.3,30,1
1963-05-01,1963,5,1963.371,41.1,4.3,31,1
1963-06-01,1963,6,1963.455,40.4,4.3,30,1
1963-07-01,1963,7,1963.538,39.7,4.2,31,1
1963-08-01,1963,8,1963.623,39.0,4.2,31,1
1963-09-01,1963,9,1963.707,38.6,4.2,30,1
1963-10-01,1963,10,1963.79,37.4,4.1,31,1
1963-11-01,1963,11,1963.874,34.2,3.9,30,1
1963-12-01,1963,12,1963.958,30.7,3.7,31,1
1964-01-01,1964,1,1964.042,28.1,3.6,31,1
1964-02-01,1964,2,1964.124,25.7,3.4,29,1
1964-03-01,1964,3,1964.206,22.3,3.2,31,1
1964-04-01,1964,4,1964.29,18.6,2.9,30,1
1964-05-01,1964,5,1964.373,16.0,2.7,31,1
1964-06-01,1964,6,1964.456,15.0,2.6,30,1
1964-07-01,1964,7,1964.54,15.2,2.7,31,1
1964-08-01,1964,8,1964.624,15.1,2.6,31,1
1964-09-01,1964,9,1964.708,14.6,2.6,30,1
1964-10-01,1964,10,1964.791,14.3,2.6,31,1
1964-11-01,1964,11,1964.874,15.0,2.6,30,1
1964-12-01,1964,12,1964.958,16.2,2.7,31,1
1965-01-01,1965,1,1965.042,17.2,2.8,31,1
1965-02-01,1965,2,1965.123,17.7,2.8,28,1
1965-03-01,1965,3,1965.204,18.4,2.9,31,1
1965-04-01,1965,4,1965.288,19.9,3.0,30,1
1965-05-01,1965,5,1965.371,21.2,3.1,31,1
1965-06-01,1965,6,1965.455,21.8,3.2,30,1
1965-07-01,1965,7,1965.538,22.6,3.2,31,1
1965-08-01,1965,8,1965.623,23.8,3.3,31,1
1965-09-01,1965,9,1965.707,25.2,3.4,30,1
1965-10-01,1965,10,1965.79,28.4,3.6,31,1
1965-11-01,1965,11,1965.874,32.1,3.8,30,1
1965-12-01,1965,12,1965.958,35.2,4.0,31,1
1966-01-01,1966,1,1966.042,39.7,4.2,31,1
1966-02-01,1966,2,1966.123,44.8,4.5,28,1
1966-03-01,1966,3,1966.204,49.2,4.7,31,1
1966-04-01,1966,4,1966.288,53.3,4.9,30,1
1966-05-01,1966,5,1966.371,57.9,5.1,31,1
1966-06-01,1966,6,1966.455,63.4,5.3,30,1
1966-07-01,1966,7,1966.538,71.4,5.6,31,1
1966-08-01,1966,8,1966.623,80.3,6.0,31,1
1966-09-01,1966,9,1966.707,89.5,6.3,30,1
1966-10-01,1966,10,1966.79,95.8,6.5,31,1
1966-11-01,1966,11,1966.874,99.4,6.7,30,1
1966-12-01,1966,12,1966.958,103.0,6.8,31,1
1967-01-01,1967,1,1967.042,106.2,6.9,31,1
1967-02-01,1967,2,1967.123,111.6,7.1,28,1
1967-03-01,1967,3,1967.204,116.5,7.2,31,1
1967-04-01,1967,4,1967.288,119.8,7.3,30,1
1967-05-01,1967,5,1967.371,123.9,7.4,31,1
1967-06-01,1967,6,1967.455,129.4,7.6,30,1
1967-07-01,1967,7,1967.538,133.3,7.7,31,1
1967-08-01,1967,8,1967.623,135.0,7.8,31,1
1967-09-01,1967,9,1967.707,134.9,7.8,30,1
1967-10-01,1967,10,1967.79,134.5,7.7,31,1
1967-11-01,1967,11,1967.874,137.6,7.8,30,1
1967-12-01,1967,12,1967.958,142.5,8.0,31,1
1968-01-01,1968,1,1968.042,145.3,8.1,31,1
1968-02-01,1968,2,1968.124,145.7,8.1,29,1
1968-03-01,1968,3,1968.206,148.2,8.1,31,1
1968-04-01,1968,4,1968.29,151.8,8.2,30,1
1968-05-01,1968,5,1968.373,152.4,8.2,31,1
1968-06-01,1968,6,1968.456,150.9,8.2,30,1
1968-07-01,1968,7,1968.54,148.9,8.1,31,1
1968-08-01,1968,8,1968.624,148.4,8.1,31,1
1968-09-01,1968,9,1968.708,151.5,8.2,30,1
1968-10-01,1968,10,1968.791,155.5,8.3,31,1
1968-11-01,1968,11,1968.874,156.6,8.4,30,1
1968-12-01,1968,12,1968.958,156.0,8.3,31,1
1969-01-01,1969,1,1969.042,155.7,8.3,31,1
1969-02-01,1969,2,1969.123,155.1,8.3,28,1
1969-03-01,1969,3,1969.204,152.9,8.3,31,1
1969-04-01,1969,4,1969.288,150.7,8.2,30,1
1969-05-01,1969,5,1969.371,150.4,8.2,31,1
1969-06-01,1969,6,1969.455,150.1,8.2,30,1
1969-07-01,1969,7,1969.538,149.9,8.2,31,1
1969-08-01,1969,8,1969.623,150.7,8.2,31,1
1969-09-01,1969,9,1969.707,149.2,8.2,30,1
1969-10-01,1969,10,1969.79,147.4,8.1,31,1
1969-11-01,1969,11,1969.874,148.0,8.1,30,1
1969-12-01,1969,12,1969.958,148.5,8.2,31,1
1970-01-01,1970,1,1970.042,149.5,8.2,31,1
1970-02-01,1970,2,1970.123,150.1,8.2,28,1
1970-03-01,1970,3,1970.204,150.3,8.2,31,1
1970-04-01,1970,4,1970.288,150.3,8.2,30,1
1970-05-01,1970,5,1970.371,149.8,8.2,31,1
1970-06-01,1970,6,1970.455,149.1,8.2,30,1
1970-07-01,1970,7,1970.538,147.0,8.1,31,1
1970-08-01,1970,8,1970.623,143.0,8.0,31,1
1970-09-01,1970,9,1970.707,137.6,7.8,30,1
1970-10-01,1970,10,1970.79,132.9,7.7,31,1
1970-11-01,1970,11,1970.874,126.5,7.5,30,1
1970-12-01,1970,12,1970.958,119.0,7.3,31,1
1971-01-01,1971,1,1971.042,113.8,7.1,31,1
1971-02-01,1971,2,1971.123,110.1,7.0,28,1
1971-03-01,1971,3,1971.204,105.3,6.8,31,1
1971-04-01,1971,4,1971.288,100.4,6.7,30,1
1971-05-01,1971,5,1971.371,96.5,6.5,31,1
1971-06-01,1971,6,1971.455,94.5,6.5,30,1
1971-07-01,1971,7,1971.538,92.7,6.4,31,1
1971-08-01,1971,8,1971.623,91.5,6.4,31,1
1971-09-01,1971,9,1971.707,93.2,6.4,30,1
1971-10-01,1971,10,1971.79,93.8,6.4,31,1
1971-11-01,1971,11,1971.874,94.7,6.5,30,1
1971-12-01,1971,12,1971.958,98.3,6.6,31,1
1972-01-01,1972,1,1972.042,100.3,6.7,31,1
1972-02-01,1972,2,1972.124,100.9,6.7,29,1
1972-03-01,1972,3,1972.206,102.6,6.8,31,1
1972-04-01,1972,4,1972.29,104.0,6.8,30,1
1972-05-01,1972,5,1972.373,103.3,6.8,31,1
1972-06-01,1972,6,1972.456,99.9,6.7,30,1
1972-07-01,1972,7,1972.54,96.6,6.6,31,1
1972-08-01,1972,8,1972.624,92.9,6.4,31,1
1972-09-01,1972,9,1972.708,88.2,6.3,30,1
1972-10-01,1972,10,1972.791,85.9,6.2,31,1
1972-11-01,1972,11,1972.874,83.3,6.1,30,1
1972-12-01,1972,12,1972.958,78.2,5.9,31,1
1973-01-01,1973,1,1973.042,72.3,5.7,31,1
1973-02-01,1973,2,1973.123,66.1,5.4,28,1
1973-03-01,1973,3,1973.204,62.8,5.3,31,1
1973-04-01,1973,4,1973.288,60.8,5.2,30,1
1973-05-01,1973,5,1973.371,57.9,5.1,31,1
1973-06-01,1973,6,1973.455,55.6,5.0,30,1
1973-07-01,1973,7,1973.538,53.4,4.9,31,1
1973-08-01,1973,8,1973.623,51.4,4.8,31,1
1973-09-01,1973,9,1973.707,49.0,4.7,30,1
1973-10-01,1973,10,1973.79,46.6,4.6,31,1
1973-11-01,1973,11,1973.874,45.4,4.5,30,1
1973-12-01,1973,12,1973.958,45.0,4.5,31,1
1974-01-01,1974,1,1974.042,46.8,4.6,31,1
1974-02-01,1974,2,1974.123,49.1,4.7,28,1
1974-03-01,1974,3,1974.204,48.5,4.7,31,1
1974-04-01,1974,4,1974.288,48.3,4.6,30,1
1974-05-01,1974,5,1974.371,49.4,4.7,31,1
1974-06-01,1974,6,1974.455,49.3,4.7,30,1
1974-07-01,1974,7,1974.538,48.6,4.7,31,1
1974-08-01,1974,8,1974.623,47.3,4.6,31,1
1974-09-01,1974,9,1974.707,45.8,4.5,30,1
1974-10-01,1974,10,1974.79,43.2,4.4,31,1
1974-11-01,1974,11,1974.874,39.3,4.2,30,1
1974-12-01,1974,12,1974.958,36.1,4.0,31,1
1975-01-01,1975,1,1975.042,33.0,3.9,31,1
1975-02-01,1975,2,1975.123,31.8,3.8,28,1
1975-03-01,1975,3,1975.204,30.6,3.7,31,1
1975-04-01,1975,4,1975.288,26.8,3.5,30,1
1975-05-01,1975,5,1975.371,24.2,3.3,31,1
1975-06-01,1975,6,1975.455,23.2,3.3,30,1
1975-07-01,1975,7,1975.538,21.8,3.2,31,1
1975-08-01,1975,8,1975.623,20.7,3.1,31,1
1975-09-01,1975,9,1975.707,20.9,3.1,30,1
1975-10-01,1975,10,1975.79,22.3,3.2,31,1
1975-11-01,1975,11,1975.874,23.3,3.3,30,1
1975-12-01,1975,12,1975.958,23.6,3.3,31,1
1976-01-01,1976,1,1976.042,22.1,3.2,31,1
1976-02-01,1976,2,1976.124,19.2,3.0,29,1
1976-03-01,1976,3,1976.206,17.8,2.9,31,1
1976-04-01,1976,4,1976.29,18.4,2.9,30,1
1976-05-01,1976,5,1976.373,18.3,2.9,31,1
1976-06-01,1976,6,1976.456,17.9,2.9,30,1
1976-07-01,1976,7,1976.54,18.8,2.9,31,1
1976-08-01,1976,8,1976.624,20.5,3.1,31,1
1976-09-01,1976,9,1976.708,20.8,3.1,30,1
1976-10-01,1976,10,1976.791,19.7,3.0,31,1
1976-11-01,1976,11,1976.874,19.7,3.0,30,1
1976-12-01,1976,12,1976.958,21.6,3.2,31,1
1977-01-01,1977,1,1977.042,24.3,3.3,31,1
1977-02-01,1977,2,1977.123,26.3,3.5,28,1
1977-03-01,1977,3,1977.204,28.8,3.6,31,1
1977-04-01,1977,4,1977.288,31.9,3.8,30,1
1977-05-01,1977,5,1977.371,34.7,4.0,31,1
1977-06-01,1977,6,1977.455,37.7,4.1,30,1
1977-07-01,1977,7,1977.538,41.4,4.3,31,1
1977-08-01,1977,8,1977.623,47.6,4.6,31,1
1977-09-01,1977,9,1977.707,55.8,5.0,30,1
1977-10-01,1977,10,1977.79,64.8,5.4,31,1
1977-11-01,1977,11,1977.874,73.7,5.7,30,1
1977-12-01,1977,12,1977.958,80.7,6.0,31,1
1978-01-01,1978,1,1978.042,86.9,6.2,31,1
1978-02-01,1978,2,1978.123,91.5,6.4,28,1
1978-03-01,1978,3,1978.204,98.7,6.6,31,1
1978-04-01,1978,4,1978.288,109.0,7.0,30,1
1978-05-01,1978,5,1978.371,117.8,7.2,31,1
1978-06-01,1978,6,1978.455,126.6,7.5,30,1
1978-07-01,1978,7,1978.538,138.0,7.8,31,1
1978-08-01,1978,8,1978.623,147.3,8.1,31,1
1978-09-01,1978,9,1978.707,153.6,8.3,30,1
1978-10-01,1978,10,1978.79,157.3,8.4,31,1
1978-11-01,1978,11,1978.874,160.4,8.5,30,1
1978-12-01,1978,12,1978.958,166.7,8.6,31,1
1979-01-01,1979,1,1979.042,175.2,8.8,31,1
1979-02-01,1979,2,1979.123,185.4,9.1,28,1
1979-03-01,1979,3,1979.204,193.3,9.3,31,1
1979-04-01,1979,4,1979.288,199.9,9.4,30,1
1979-05-01,1979,5,1979.371,208.5,9.6,31,1
1979-06-01,1979,6,1979.455,216.7,9.8,30,1
1979-07-01,1979,7,1979.538,219.5,9.9,31,1
1979-08-01,1979,8,1979.623,220.1,9.9,31,1
1979-09-01,1979,9,1979.707,220.4,9.9,30,1
1979-10-01,1979,10,1979.79,223.4,10.0,31,1
1979-11-01,1979,11,1979.874,229.8,10.1,30,1
1979-12-01,1979,12,1979.958,232.9,10.2,31,1
1980-01-01,1980,1,1980.042,232.0,10.2,31,1
1980-02-01,1980,2,1980.124,230.2,10.2,29,1
1980-03-01,1980,3,1980.206,227.9,10.1,31,1
1980-04-01,1980,4,1980.29,224.6,10.0,30,1
1980-05-01,1980,5,1980.373,221.3,10.0,31,1
1980-06-01,1980,6,1980.456,219.1,9.9,30,1
1980-07-01,1980,7,1980.54,216.1,9.9,31,1
1980-08-01,1980,8,1980.624,212.0,10.0,31,1
1980-09-01,1980,9,1980.708,211.5,10.2,30,1
1980-10-01,1980,10,1980.791,211.9,10.5,31,1
1980-11-01,1980,11,1980.874,209.1,10.9,30,1
1980-12-01,1980,12,1980.958,202.8,11.0,31,1
1981-01-01,1981,1,1981.042,199.6,11.1,271,1
1981-02-01,1981,2,1981.123,202.2,11.5,229,1
1981-03-01,1981,3,1981.204,205.4,12.1,244,1
1981-04-01,1981,4,1981.288,205.7,12.6,254,1
1981-05-01,1981,5,1981.371,204.1,12.8,268,1
1981-06-01,1981,6,1981.455,200.9,13.1,227,1
1981-07-01,1981,7,1981.538,198.5,13.1,268,1
1981-08-01,1981,8,1981.623,199.9,13.2,276,1
1981-09-01,1981,9,1981.707,202.7,13.3,255,1
1981-10-01,1981,10,1981.79,201.4,13.0,243,1
1981-11-01,1981,11,1981.874,196.0,12.6,248,1
1981-12-01,1981,12,1981.958,194.1,12.5,266,1
1982-01-01,1982,1,1982.042,192.7,12.6,287,1
1982-02-01,1982,2,1982.123,186.6,12.5,256,1
1982-03-01,1982,3,1982.204,180.0,12.0,263,1
1982-04-01,1982,4,1982.288,173.4,11.5,284,1
1982-05-01,1982,5,1982.371,167.5,11.7,318,1
1982-06-01,1982,6,1982.455,164.0,12.1,313,1
1982-07-01,1982,7,1982.538,161.5,12.2,292,1
1982-08-01,1982,8,1982.623,153.5,11.9,301,1
1982-09-01,1982,9,1982.707,141.4,11.5,308,1
1982-10-01,1982,10,1982.79,133.3,11.4,308,1
1982-11-01,1982,11,1982.874,131.3,11.5,244,1
1982-12-01,1982,12,1982.958,130.5,11.4,262,1
1983-01-01,1983,1,1983.042,127.9,11.0,267,1
1983-02-01,1983,2,1983.123,123.9,10.6,261,1
1983-03-01,1983,3,1983.204,117.1,10.4,259,1
1983-04-01,1983,4,1983.288,110.5,10.1,282,1
1983-05-01,1983,5,1983.371,104.5,9.4,330,1
1983-06-01,1983,6,1983.455,95.9,8.2,361,1
1983-07-01,1983,7,1983.538,89.1,7.6,431,1
1983-08-01,1983,8,1983.623,88.9,7.5,429,1
1983-09-01,1983,9,1983.707,91.7,7.7,397,1
1983-10-01,1983,10,1983.79,92.0,7.6,431,1
1983-11-01,1983,11,1983.874,89.7,7.4,363,1
1983-12-01,1983,12,1983.958,85.5,7.2,405,1
1984-01-01,1984,1,1984.042,80.5,7.0,399,1
1984-02-01,1984,2,1984.124,75.8,6.8,377,1
1984-03-01,1984,3,1984.206,71.2,6.5,395,1
1984-04-01,1984,4,1984.29,66.8,6.4,407,1
1984-05-01,1984,5,1984.373,63.5,6.2,462,1
1984-06-01,1984,6,1984.456,61.7,6.0,438,1
1984-07-01,1984,7,1984.54,58.3,5.8,468,1
1984-08-01,1984,8,1984.624,52.2,5.6,509,1
1984-09-01,1984,9,1984.708,44.3,5.1,429,1
1984-10-01,1984,10,1984.791,37.2,4.7,428,1
1984-11-01,1984,11,1984.874,31.6,4.3,394,1
1984-12-01,1984,12,1984.958,27.4,4.1,397,1
1985-01-01,1985,1,1985.042,25.2,3.9,425,1
1985-02-01,1985,2,1985.123,23.5,3.9,412,1
1985-03-01,1985,3,1985.204,21.7,3.8,389,1
1985-04-01,1985,4,1985.288,21.3,3.8,468,1
1985-05-01,1985,5,1985.371,21.4,3.7,457,1
1985-06-01,1985,6,1985.455,20.8,3.7,465,1
1985-07-01,1985,7,1985.538,19.9,3.7,540,1
1985-08-01,1985,8,1985.623,19.6,3.6,546,1
1985-09-01,1985,9,1985.707,19.8,3.6,511,1
1985-10-01,1985,10,1985.79,19.7,3.6,486,1
1985-11-01,1985,11,1985.874,19.1,3.6,422,1
1985-12-01,1985,12,1985.958,17.3,3.6,422,1
1986-01-01,1986,1,1986.042,15.2,3.5,460,1
1986-02-01,1986,2,1986.123,14.3,3.5,420,1
1986-03-01,1986,3,1986.204,14.3,3.5,433,1
1986-04-01,1986,4,1986.288,15.1,3.5,449,1
